Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Walmart,35901 Chester Rd,,Avon,OH,44011,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2.0,1,,eVgo Network,https://www.evgo.com/,GPS,41.466352,-82.016913,2019-11-01,93438,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,100 Sycamore Estates Dr,,Aurora,IN,47001,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2.0,1,,eVgo Network,https://www.evgo.com/,GPS,39.079175,-84.889009,2019-11-01,93439,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,8288 Highland Pointe Dr,,West Chester,OH,45069,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,4.0,1,,eVgo Network,https://www.evgo.com/,GPS,39.344640999999996,-84.393575,2019-11-01,93440,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Outpost Natural Foods,7590 W Mequon Rd,,Mequon,WI,53092,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.222493,-88.003023,2019-11-01,93441,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Outpost Natural Foods,2826 S Kinnickinnic Ave,,Milwaukee,WI,53207,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,42.993901,-87.891382,2019-11-01,93442,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Harvard Market,1406 Harvard Ave,,Seattle,WA,98122,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,47.613457000000004,-122.321919,2019-11-01,93443,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,1202 N Broadway Ave,,Bartow,FL,33830,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,27.906758,-81.842889,2019-11-01,93444,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Outpost Natural Foods,100 E Capitol Dr,,Milwaukee,WI,53212,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.089717,-87.91045,2019-11-01,93445,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,EZ Stop,8605 Walbrook Dr,,Knoxville,TN,37923,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,35.925154,-84.066618,2019-11-01,93446,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Exxon,1111 Highway 321 N,,Lenoir City,TN,37771,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,35.828056,-84.2775,2019-11-01,93447,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Public Parking,1764 W Broadway Ave,,Maryville,TN,37801,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,35.731936,-83.995494,2019-11-01,93448,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Holiday Inn,3509 Clemson Blvd,,Anderson,SC,29621,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.5485,-82.67583,2019-11-01,93449,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Treysta on the Water,320 W Broadway,,Madison,WI,53716,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.046841,-89.327828,2019-11-01,93450,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,South Municipal Lot,106 E Collins St,,Oconomowoc,WI,53066,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.11,-88.498333,2019-11-01,93451,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,10950 Belleville Rd,,Belleville,MI,48111,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,42.222984999999994,-83.48550999999999,2019-11-01,93452,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,AAA,2031 Sam Rittenberg Blvd,,Charleston,SC,29407,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,32.79271,-80.02927,2019-11-01,93453,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Outpost Natural Foods,7000 W State St,,Milwaukee,WI,53213,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.047416999999996,-88.000346,2019-11-01,93454,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Save Mart,195 W Plumb Ln,,Reno,NV,89509,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,39.506908,-119.806114,2019-11-01,93455,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Raley's,1363 US Highway 395 N,,Gardnerville,NV,89410,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,38.938320000000004,-119.74193600000001,2019-11-01,93456,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Save Mart,4995 Kietzke Ln,,Reno,NV,89509,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,39.477097,-119.795708,2019-11-01,93457,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Raley's,930 Tahoe Blvd,,Incline Village,NV,89451,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,39.250640999999995,-119.949104,2019-11-01,93458,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Hannaford Supermarket,295 Forest Ave,,Portland,ME,4101,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.663877,-70.269456,2019-10-17,93459,2019-10-17 09:49:55 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Hannaford Supermarket,5 Hannaford Dr,,York,ME,3909,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.15217,-70.668304,2019-11-01,93460,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,2658 Brodhead Rd,,Aliquippa,PA,15001,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.604581,-80.280226,2019-11-01,93461,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,40 Foster Ave,,Crafton,PA,15205,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.44012,-80.069286,2019-11-01,93462,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,800 W View Park Dr,,Pittsburgh,PA,15229,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.518064,-80.03164699999999,2019-11-01,93463,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,105 Cavasina Dr,,Canonsburg,PA,15317,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.262845,-80.174939,2019-11-01,93464,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,2725 Freeport Rd,,Pittsburgh,PA,15238,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.53862,-79.833875,2019-11-01,93465,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,6524 State Route 30,,Jeannette,PA,15644,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.310334000000005,-79.619652,2019-11-01,93466,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Hannaford Supermarket,49 Topsham Fair Mall Rd,,Topsham,ME,4086,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.939554,-69.978042,2019-11-01,93467,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Hannaford Supermarket,29 Whitten Rd,,Augusta,ME,4330,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,44.313406,-69.811525,2019-11-01,93468,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Hannaford Supermarket,415 Philbrook Ave,,South Portland,ME,4106,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.635104999999996,-70.328546,2019-11-01,93469,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,911 Butler St,,Pittsburgh,PA,15223,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.511368,-79.948334,2019-11-01,93470,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,St. Augustine Outlets,500 Outlet Mall Blvd,,Saint Augustine,FL,32084,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,29.924822,-81.41194399999999,2019-11-01,93471,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Oxford Athletic Club,100 Village Club Dr,,Wexford,PA,15090,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.633497999999996,-80.049468,2019-11-01,93472,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Save Mart,11399 Deerfield Dr,,Truckee,CA,96161,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.318919,-120.209305,2019-11-01,93473,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Doubletree Jacksonville Airport,2101 Dixie Clipper Dr,,Jacksonville,FL,32218,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,30.489760999999998,-81.67931999999999,2019-11-01,93474,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,La Encantada,2905 E Skyline Dr,,Tucson,AZ,85718,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,32.325745,-110.92938999999998,2019-11-01,93475,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Terrible Herbst,3320 Novat St,,Las Vegas,NV,89129,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,36.22047,-115.329292,2019-11-01,93476,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,SouthPark Mall,4400 Sharon Rd,,Charlotte,NC,28211,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,35.15402,-80.83309,2019-11-01,93477,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Village Square Mall,4000 Oxford Dr,,Bethel Park,PA,15102,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.347206,-80.050527,2019-11-01,93478,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,City of Sun Prairie,252 East Lane St,,Sun Prairie,WI,53590,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,43.1825,-89.212222,2019-11-01,93479,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Hannaford Supermarket,5239 Western Tpke,,Altamont,NY,12009,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,42.716215999999996,-73.934492,2019-11-01,93480,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,River City Marketplace,13000 City Station Dr,,Jacksonville,FL,32218,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,30.478825,-81.64141500000001,2019-11-01,93481,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Terrible Herbst,6030 Centennial Center Blvd,,Las Vegas,NV,89149,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,36.272488,-115.264053,2019-11-01,93482,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,The Landing,828 N 10th Pl,,Renton,WA,98057,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,47.49818,-122.20430800000001,2019-11-01,93483,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,REI,1376 E Woodmen Rd,,Colorado Springs,CO,80920,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2.0,1,,eVgo Network,https://www.evgo.com/,GPS,38.934259000000004,-104.799723,2019-11-01,93485,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,133 Sam Walton Ln,,Castle Rock,CO,80104,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2.0,1,,eVgo Network,https://www.evgo.com/,GPS,39.405609000000005,-104.86159599999999,2019-11-01,93486,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Sam's Club,3500 SE Club Blvd,,Bentonville,AR,72712,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2.0,1,,eVgo Network,https://www.evgo.com/,GPS,36.352514,-94.171578,2019-11-01,93487,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,5550 E Woodmen Rd,,Colorado Springs,CO,80920,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2.0,1,,eVgo Network,https://www.evgo.com/,GPS,38.941777,-104.725125,2019-11-01,93488,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Fort Collins Museum of Discovery,408 Mason Ct,,Fort Collins,CO,80524,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.592923,-105.078397,2019-11-01,93489,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Nissan Stadium,1 Titans Way,,Nashville,TN,37213,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,2.0,2,,eVgo Network,https://www.evgo.com/,GPS,36.164227000000004,-86.769632,2019-11-01,93490,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,3820 S Dale Mabry Hwy,,Tampa,FL,33611,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,27.906575,-82.505459,2019-11-01,93491,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,New Bedford Neighborhoods Center,360 Coggeshall St,,New Bedford,MA,2746,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.655851,-70.928053,2019-11-01,93492,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,1346 W Brandon Blvd,,Brandon,FL,33511,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,27.937946999999998,-82.303718,2019-11-01,93493,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Brookgreen Town Center,730 Coleman Blvd,,Mount Pleasant,SC,29464,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,32.79368,-79.86766,2019-11-01,93494,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,AAA,2017 N Canton Center Rd,,Canton,MI,48187,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,42.320129,-83.48856500000001,2019-11-01,93495,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,741 Cassat Ave,,Jacksonville,FL,32205,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,30.314290000000003,-81.730267,2019-11-01,93496,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,3720 Tampa Rd,,Oldsmar,FL,34677,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,28.043597,-82.680138,2019-11-01,93497,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,AAA,8350 W Grand River Ave,,Brighton,MI,48116,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,42.54562,-83.78999,2019-11-01,93498,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,AAA,21229 Olean Blvd,,Port Charlotte,FL,33952,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,26.986855,-82.099446,2019-11-01,93500,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dunkin' Donuts,1678 Post Rd,,Warwick,RI,2888,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.735569,-71.434732,2019-11-01,93501,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Terrible Herbst,6885 W Tropicana Ave,,Las Vegas,NV,89103,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,36.099270000000004,-115.24261499999999,2019-11-01,93502,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
